e	1	1235761
t	2	907239
a	3	897238
i	4	797037
o	5	723139
n	6	716081
s	7	688278
r	8	665672
l	9	463415
h	10	442798
d	11	424202
c	12	356914
p	13	286841
u	14	266308
m	15	250302
he	16	220765
f	17	181766
in	18	181479
g	19	178605
w	20	176047
er	21	170281
re	22	157410
y	23	155818
the	24	154780
at	25	146085
ti	26	139319
on	27	139161
an	28	134722
ed	29	132543
en	30	131603
b	31	127174
al	32	126349
as	33	117563
is	34	103771
v	35	103352
nd	36	103297
or	37	100656
nt	38	100528
es	39	93342
io	40	90514
to	41	87878
st	42	87283
it	43	81891
ra	44	79894
le	45	76391
ro	46	72825
and	47	71014
se	48	67523
si	49	64538
ic	50	62528
ng	51	61262
ve	52	60708
ent	53	60387
la	54	59145
no	55	56315
was	56	56305
co	57	54806
de	58	54639
of	59	52733
ca	60	52517
me	61	52396
ta	62	50800
pa	63	49812
pe	64	48027
ha	65	46918
ma	66	46520
os	67	44933
pr	68	44693
om	69	44562
ou	70	42745
ac	71	42609
tr	72	41872
ie	73	41851
k	74	41848
x	75	39318
ct	76	39013
us	77	38280
ia	78	37861
li	79	36894
we	80	36866
ss	81	36830
ns	82	36287
ate	83	35493
em	84	35044
ch	85	33830
with	86	33042
ot	87	32723
na	88	32302
op	89	30549
ol	90	29491
ad	91	29431
pl	92	29422
ted	93	29199
mi	94	29119
rt	95	28420
po	96	28330
id	97	27798
et	98	27738
her	99	27567
sh	100	27537
ge	101	27243
0	102	27099
ho	103	26746
ai	104	25990
his	105	25957
1	106	25831
un	107	25609
be	108	25299
per	109	24712
vi	110	23806
for	111	23335
iv	112	23183
tie	113	22758
pro	114	22280
ab	115	21748
so	116	21529
ap	117	21525
ex	118	21455
bl	119	21409
im	120	21311
2	121	21171
mp	122	20026
am	123	19917
patient	124	19745
sp	125	19737
ica	126	19634
ep	127	19406
ect	128	19377
all	129	19109
ive	130	19021
do	131	18442
ef	132	18012
pre	133	17119
eri	134	17015
ag	135	16988
she	136	16951
cl	137	16926
pi	138	16884
int	139	16875
ht	140	16639
ft	141	16221
men	142	16203
pp	143	15158
cal	144	15077
gi	145	15054
ts	146	15001
ir	147	14908
cr	148	14902
od	149	14803
5	150	14529
mal	151	14409
fe	152	14360
ph	153	14206
ear	154	14054
da	155	13853
are	156	13642
med	157	12942
ten	158	12667
dr	159	12653
va	160	12618
up	161	12365
sed	162	12356
were	163	12354
3	164	12318
pos	165	12257
ace	166	12014
ble	167	11813
not	168	11768
4	169	11722
ys	170	11543
rig	171	11418
this	172	11349
ke	173	11331
car	174	11144
one	175	11038
rr	176	11014
if	177	10943
ant	178	10909
osi	179	10875
ue	180	10707
end	181	10530
eg	182	10519
gr	183	10454
ast	184	10378
tic	185	10358
hr	186	10350
cat	187	10318
rd	188	10264
z	189	10260
min	190	10186
ls	191	10135
tur	192	10049
act	193	10040
ob	194	9996
here	195	9941
og	196	9868
late	197	9865
av	198	9860
lt	199	9827
ck	200	9793
cul	201	9741
right	202	9647
then	203	9622
rem	204	9593
rn	205	9580
ua	206	9573
q	207	9445
has	208	9353
inc	209	9341
rec	210	9322
ill	211	9243
hes	212	9174
out	213	9113
left	214	9080
tom	215	9007
red	216	8906
j	217	8691
ran	218	8650
fl	219	8561
that	220	8526
low	221	8437
lace	222	8358
dic	223	8317
nor	224	8239
there	225	8178
tt	226	8174
ip	227	8131
6	228	8043
pt	229	7993
place	230	7986
wo	231	7942
story	232	7923
history	233	7919
rom	234	7894
mat	235	7888
comp	236	7869
xi	237	7746
nos	238	7582
eat	239	7420
use	240	7358
au	241	7356
ext	242	7286
normal	243	7130
ima	244	7116
my	245	7106
able	246	7100
mm	247	7100
had	248	7061
sit	249	6915
8	250	6822
9	251	6538
rep	252	6532
7	253	6522
dure	254	6497
procedure	255	6485
can	256	6445
pai	257	6420
gu	258	6417
sec	259	6412
gen	260	6311
ins	261	6306
af	262	6290
tis	263	6284
rv	264	6267
go	265	6159
later	266	6116
ped	267	6070
ros	268	5946
well	269	5942
ds	270	5928
hem	271	5897
post	272	5870
rate	273	5849
form	274	5822
lateral	275	5778
placed	276	5695
anc	277	5681
age	278	5594
ox	279	5582
ora	280	5569
mb	281	5525
les	282	5511
rc	283	5476
ita	284	5447
sent	285	5431
pain	286	5389
icu	287	5371
ease	288	5347
cor	289	5341
ms	290	5258
log	291	5165
rf	292	5123
disc	293	5121
any	294	5100
from	295	5089
operative	296	5049
pin	297	5043
spe	298	5012
cc	299	4976
press	300	4943
rap	301	4843
rough	302	4715
our	303	4677
stat	304	4673
by	305	4668
00	306	4633
rop	307	4630
port	308	4587
ich	309	4585
lle	310	4562
time	311	4559
ever	312	4530
day	313	4525
dd	314	4485
sub	315	4450
over	316	4448
note	317	4444
scu	318	4415
which	319	4413
10	320	4393
cons	321	4381
20	322	4378
but	323	4350
have	324	4342
exam	325	4335
tte	326	4313
sl	327	4301
phy	328	4265
tan	329	4263
steri	330	4254
tab	331	4229
ring	332	4226
sure	333	4224
sig	334	4189
met	335	4179
peri	336	4143
non	337	4114
uri	338	4040
cut	339	4037
move	340	4037
chi	341	4025
old	342	4000
year	343	3980
asi	344	3936
prox	345	3905
pen	346	3895
vis	347	3886
ratio	348	3856
mg	349	3824
inter	350	3820
sign	351	3814
clo	352	3790
other	353	3784
formed	354	3779
card	355	3757
bd	356	3753
after	357	3743
abo	358	3743
pas	359	3734
rl	360	3719
des	361	3692
tend	362	3684
sea	363	3592
rk	364	3560
gs	365	3537
abd	366	3533
how	367	3533
also	368	3527
bs	369	3503
ski	370	3503
bra	371	3485
bee	372	3466
led	373	3457
perform	374	3456
wn	375	3447
lv	376	3428
blood	377	3416
gene	378	3416
some	379	3398
been	380	3388
noted	381	3371
using	382	3357
add	383	3353
incision	384	3345
resent	385	3344
las	386	3343
present	387	3339
will	388	3331
under	389	3322
iga	390	3279
skin	391	3278
vit	392	3261
man	393	3252
remove	394	3239
oro	395	3236
very	396	3232
top	397	3223
plan	398	3210
line	399	3207
lp	400	3200
endo	401	3194
through	402	3194
ks	403	3186
let	404	3173
tw	405	3155
rh	406	3140
used	407	3128
rent	408	3124
follow	409	3121
see	410	3113
performed	411	3094
urge	412	3089
into	413	3087
table	414	3086
anesthesia	415	3070
gy	416	3069
lad	417	3065
moved	418	3063
loc	419	3059
bilateral	420	3011
its	421	3006
own	422	3006
oa	423	2984
ice	424	2978
without	425	2968
take	426	2952
side	427	2939
removed	428	2933
artery	429	2927
ram	430	2881
room	431	2868
position	432	2856
tia	433	2832
anterior	434	2829
need	435	2825
vent	436	2810
mas	437	2791
suture	438	2764
thin	439	2757
flu	440	2741
general	441	2739
12	442	2724
ash	443	2722
ras	444	2705
ache	445	2697
ties	446	2691
tm	447	2688
nj	448	2676
oral	449	2667
pit	450	2658
surgery	451	2651
asp	452	2637
tub	453	2629
ana	454	2613
area	455	2607
sue	456	2573
diagnosis	457	2572
air	458	2566
ok	459	2556
media	460	2546
uti	461	2524
hear	462	2520
ix	463	2519
issue	464	2517
sci	465	2500
head	466	2494
rip	467	2480
back	468	2463
disease	469	2444
dm	470	2437
tens	471	2436
lm	472	2430
rain	473	2428
ao	474	2423
rated	475	2423
cin	476	2418
cath	477	2408
amp	478	2406
cry	479	2405
lose	480	2386
show	481	2376
rna	482	2360
stop	483	2354
wee	484	2349
iu	485	2345
last	486	2334
yearold	487	2331
clear	488	2330
chest	489	2326
medication	490	2321
approx	491	2316
hyper	492	2300
xp	493	2288
neuro	494	2288
dome	495	2278
view	496	2274
close	497	2273
mid	498	2267
king	499	2266
catheter	500	2264
proximate	501	2254
stab	502	2252
past	503	2252
mall	504	2248
approximate	505	2247
most	506	2236
lica	507	2236
pear	508	2235
ova	509	2232
medical	510	2221
nct	511	2218
appear	512	2214
cel	513	2208
report	514	2200
dissect	515	2198
taken	516	2198
tissue	517	2192
section	518	2188
mad	519	2185
ems	520	2180
30	521	2178
vas	522	2176
care	523	2161
essure	524	2161
male	525	2159
contin	526	2155
pressure	527	2153
path	528	2151
lower	529	2147
who	530	2139
sma	531	2138
resp	532	2132
examinatio	533	2132
examination	534	2130
son	535	2126
test	536	2125
long	537	2121
mic	538	2120
state	539	2118
cm	540	2115
mass	541	2110
arc	542	2107
posterior	543	2107
s1	544	2102
plain	545	2097
yo	546	2095
neck	547	2091
nose	548	2082
doe	549	2081
does	550	2079
did	551	2076
bili	552	2075
nan	553	2068
diff	554	2064
40	555	2061
ged	556	2060
tit	557	2059
hang	558	2056
obtain	559	2050
intra	560	2044
heart	561	2042
ears	562	2036
200	563	2033
two	564	2029
upper	565	2023
postop	566	2022
rb	567	2011
50	568	2006
lap	569	2005
cant	570	2004
chang	571	2002
prep	572	1999
ivi	573	1981
change	574	1968
fashion	575	1962
copy	576	1945
tract	577	1942
give	578	1939
crease	579	1938
spect	580	1934
flex	581	1933
part	582	1932
rating	583	1929
15	584	1915
down	585	1914
signi	586	1912
eight	587	1905
nl	588	1903
mark	589	1902
ani	590	1902
laterally	591	1902
abdomen	592	1898
preop	593	1890
neg	594	1890
heal	595	1889
significant	596	1886
made	597	1872
wing	598	1869
postoperative	599	1869
iop	600	1862
off	601	1855
second	602	1852
stem	603	1851
closed	604	1851
temp	605	1850
medications	606	1846
25	607	1840
once	608	1829
cardio	609	1821
alt	610	1819
plica	611	1814
ecu	612	1813
distal	613	1809
negative	614	1808
week	615	1808
gas	616	1802
good	617	1798
otic	618	1795
ladder	619	1795
tube	620	1793
yr	621	1790
reoperative	622	1789
bladder	623	1789
muscle	624	1789
spit	625	1780
def	626	1775
corona	627	1774
preoperative	628	1773
treat	629	1772
vicryl	630	1768
now	631	1766
lesion	632	1759
iq	633	1756
ino	634	1755
nerve	635	1755
lie	636	1753
current	637	1746
patients	638	1739
sat	639	1735
ala	640	1732
rib	641	1714
asses	642	1714
rst	643	1710
owing	644	1710
obtained	645	1704
asis	646	1695
both	647	1694
main	648	1693
operating	649	1687
rape	650	1685
mild	651	1683
elect	652	1673
cardia	653	1672
approximately	654	1670
11	655	1670
loss	656	1667
symptom	657	1665
condition	658	1664
gram	659	1659
sterile	660	1659
charge	661	1658
dre	662	1656
given	663	1655
lab	664	1655
eca	665	1653
sever	666	1651
tip	667	1650
review	668	1647
find	669	1644
plication	670	1642
wound	671	1637
asa	672	1637
discharge	673	1634
live	674	1632
bed	675	1625
system	676	1623
evidence	677	1622
duct	678	1622
prop	679	1619
eye	680	1617
small	681	1617
level	682	1617
hospital	683	1616
call	684	1615
reveal	685	1611
mini	686	1610
coronary	687	1609
medial	688	1603
bout	689	1600
diagnose	690	1599
done	691	1599
logic	692	1590
stent	693	1589
physical	694	1585
tone	695	1577
stable	696	1577
large	697	1575
about	698	1573
anti	699	1571
vascular	700	1565
die	701	1565
proximal	702	1557
cs	703	1556
cell	704	1555
denies	705	1555
full	706	1549
turn	707	1543
para	708	1540
bleed	709	1535
bow	710	1535
point	711	1534
subcu	712	1526
mph	713	1525
continue	714	1524
trach	715	1523
fun	716	1522
weigh	717	1522
finding	718	1519
oms	719	1516
cyst	720	1511
tension	721	1507
trache	722	1502
super	723	1502
risk	724	1499
complication	725	1498
drape	726	1493
pulmonary	727	1490
these	728	1487
gm	729	1487
daily	730	1485
visual	731	1477
complete	732	1476
family	733	1475
intact	734	1475
dev	735	1475
needle	736	1474
cervical	737	1472
discuss	738	1466
bilaterally	739	1463
symptoms	740	1460
lid	741	1457
arm	742	1449
seen	743	1447
complain	744	1443
ett	745	1440
extremities	746	1436
pace	747	1433
prepped	748	1433
none	749	1432
hu	750	1430
cover	751	1427
ben	752	1419
would	753	1418
bar	754	1416
cord	755	1414
weight	756	1414
rest	757	1413
cap	758	1409
tender	759	1408
than	760	1408
bone	761	1404
findings	762	1404
complications	763	1402
difficult	764	1400
surgical	765	1399
lb	766	1399
dos	767	1398
hs	768	1396
open	769	1392
raped	770	1389
round	771	1386
draped	772	1386
scope	773	1385
joint	774	1379
mr	775	1376
vein	776	1376
fascia	777	1371
may	778	1366
renal	779	1365
abdominal	780	1363
insert	781	1361
fusio	782	1360
fusion	783	1359
bleeding	784	1354
acute	785	1354
cta	786	1350
prior	787	1348
should	788	1341
cement	789	1341
identified	790	1338
war	791	1335
him	792	1335
gain	793	1331
lymph	794	1329
eng	795	1328
light	796	1325
cutaneous	797	1325
soft	798	1319
work	799	1319
ngt	800	1319
dissectio	801	1317
tea	802	1316
dissection	803	1316
mpo	804	1309
count	805	1309
within	806	1308
signs	807	1306
ports	808	1302
sound	809	1302
site	810	1301
knee	811	1300
xy	812	1300
trachea	813	1291
yi	814	1289
mis	815	1288
lung	816	1286
further	817	1285
showed	818	1281
lip	819	1280
wall	820	1276
oh	821	1274
ended	822	1269
pass	823	1268
action	824	1267
face	825	1267
brought	826	1266
ending	827	1264
too	828	1263
stress	829	1261
regular	830	1259
next	831	1259
adeno	832	1259
usual	833	1259
inject	834	1254
above	835	1251
ctr	836	1250
diagnoses	837	1244
chronic	838	1242
leg	839	1239
fracture	840	1237
drain	841	1234
rod	842	1234
order	843	1233
script	844	1232
allergies	845	1230
bowel	846	1225
stasis	847	1224
ray	848	1220
ddi	849	1219
ago	850	1217
problem	851	1216
found	852	1214
days	853	1213
when	854	1211
trop	855	1210
mine	856	1207
female	857	1205
enter	858	1204
nx	859	1202
minute	860	1200
month	861	1200
tolerate	862	1198
direct	863	1191
atm	864	1190
more	865	1188
wire	866	1187
pulse	867	1184
bit	868	1182
status	869	1181
therapy	870	1180
space	871	1179
lock	872	1177
again	873	1176
colon	874	1174
east	875	1173
fat	876	1172
remarkable	877	1167
amo	878	1164
trial	879	1164
tid	880	1164
ml	881	1163
osa	882	1162
liver	883	1157
angio	884	1156
19	885	1154
evaluation	886	1153
mother	887	1152
previous	888	1152
gated	889	1150
foot	890	1147
term	891	1139
irs	892	1137
years	893	1136
get	894	1134
femoral	895	1133
treatment	896	1131
stenosis	897	1131
reports	898	1130
fluid	899	1127
game	900	1122
function	901	1119
today	902	1118
bal	903	1114
ligament	904	1111
hemostasis	905	1106
lpa	906	1105
date	907	1105
pid	908	1104
hit	909	1104
13	910	1101
where	911	1100
cause	912	1098
total	913	1098
discussed	914	1098
hole	915	1096
high	916	1095
inferior	917	1094
tolerated	918	1092
plant	919	1089
tail	920	1088
rum	921	1085
hernia	922	1084
dor	923	1082
base	924	1082
sle	925	1082
vera	926	1081
subcutaneous	927	1081
unremarkable	928	1078
60	929	1074
infection	930	1069
iol	931	1067
recover	932	1066
mag	933	1066
100	934	1065
star	935	1064
illness	936	1061
applied	937	1061
breath	938	1060
van	939	1058
vol	940	1057
creat	941	1057
due	942	1055
pan	943	1054
edema	944	1053
nod	945	1052
abnormal	946	1051
propria	947	1051
05	948	1046
home	949	1046
grad	950	1044
appropriate	951	1043
compress	952	1043
first	953	1041
tracheal	954	1040
sting	955	1040
extremity	956	1036
start	957	1033
electro	958	1033
difficulty	959	1033
dura	960	1033
during	961	1027
vital	962	1025
tumor	963	1017
rim	964	1017
pair	965	1015
hour	966	1014
08	967	1010
fact	968	1009
following	969	1009
gastro	970	1008
like	971	1006
weeks	972	1005
nasal	973	1004
plate	974	998
stand	975	996
mode	976	995
ink	977	994
superior	978	994
14	979	992
they	980	991
three	981	991
weve	982	986
however	983	985
placement	984	984
es1	985	981
run	986	981
active	987	981
know	988	980
aspect	989	980
short	990	977
thyroid	991	977
way	992	977
rica	993	976
states	994	976
recovery	995	976
increase	996	976
contra	997	972
graft	998	972
18	999	971
develop	1000	970
pot	1001	966
scan	1002	965
hypertension	1003	965
went	1004	964
severe	1005	963
even	1006	962
free	1007	960
recent	1008	959
tendon	1009	958
ample	1010	958
sutures	1011	958
body	1012	955
sac	1013	955
impress	1014	953
xr	1015	951
cautery	1016	951
addition	1017	951
spina	1018	950
graph	1019	950
row	1020	946
multiple	1021	945
revealed	1022	943
lay	1023	941
systems	1024	940
respirator	1025	939
sinus	1026	939
indication	1027	937
respiratory	1028	937
02	1029	935
impression	1030	934
anal	1031	932
refer	1032	928
include	1033	928
via	1034	927
assess	1035	927
try	1036	926
spine	1037	923
complaint	1038	922
problems	1039	921
size	1040	921
07	1041	921
white	1042	920
breast	1043	920
16	1044	918
roa	1045	918
cardiac	1046	917
leep	1047	913
though	1048	911
clinic	1049	911
nim	1050	909
scribed	1051	908
rhythm	1052	907
ii	1053	907
sleep	1054	905
rao	1055	904
inserted	1056	903
venous	1057	903
jun	1058	903
ventricular	1059	902
vessel	1060	900
mri	1061	899
consent	1062	898
local	1063	898
dt	1064	896
just	1065	896
consist	1066	895
lease	1067	894
recommend	1068	893
risks	1069	893
urologic	1070	892
attention	1071	891
lot	1072	891
since	1073	890
flat	1074	890
return	1075	889
cancer	1076	889
could	1077	886
emerge	1078	884
set	1079	884
mba	1080	884
crew	1081	884
biopsy	1082	883
tap	1083	880
rid	1084	880
detail	1085	879
social	1086	879
irc	1087	879
type	1088	878
screw	1089	878
deep	1090	876
lobe	1091	876
spinal	1092	875
limit	1093	875
only	1094	874
supine	1095	873
turned	1096	873
inform	1097	873
carotid	1098	872
tech	1099	872
neurologic	1100	871
remain	1101	871
esis	1102	869
consult	1103	866
endotracheal	1104	866
changes	1105	866
admit	1106	862
allow	1107	861
including	1108	861
thing	1109	861
xray	1110	861
throughout	1111	861
prove	1112	860
portio	1113	858
portion	1114	856
hand	1115	853
arent	1116	851
moderate	1117	851
parent	1118	850
region	1119	849
positive	1120	849
ada	1121	847
retract	1122	846
having	1123	845
hemi	1124	838
decrease	1125	837
abc	1126	837
mac	1127	836
pros	1128	834
midline	1129	834
unit	1130	832
irm	1131	831
rug	1132	830
diagnoses1	1133	830
80	1134	828
fit	1135	827
resect	1136	824
control	1137	822
fora	1138	822
lesions	1139	822
elevate	1140	821
fev	1141	821
lamp	1142	820
rca	1143	820
tag	1144	816
motion	1145	814
carried	1146	813
compression	1147	808
ae	1148	808
weak	1149	808
lumbar	1150	807
motor	1151	806
22	1152	803
less	1153	803
pose	1154	801
fever	1155	800
poly	1156	800
being	1157	798
blade	1158	797
akin	1159	797
clamp	1160	795
cure	1161	794
estimate	1162	793
mount	1163	792
emergency	1164	792
valv	1165	792
obstruct	1166	791
repair	1167	790
range	1168	789
mary	1169	787
adequate	1170	787
secondary	1171	786
fort	1172	784
operation	1173	783
shoulder	1174	781
brain	1175	781
bur	1176	779
miss	1177	778
interrupted	1178	778
heat	1179	777
externa	1180	776
because	1181	775
drug	1182	775
caps	1183	772
external	1184	772
put	1185	772
estimated	1186	770
improve	1187	770
eps	1188	769
minutes	1189	767
plasty	1190	767
tun	1191	766
amount	1192	765
running	1193	764
heent	1194	764
antibiotic	1195	762
times	1196	762
fail	1197	760
45	1198	759
irrigate	1199	758
advance	1200	756
course	1201	755
c5	1202	755
possible	1203	752
psych	1204	752
01	1205	751
elevated	1206	750
dp	1207	750
diabetes	1208	749
psu	1209	748
alk	1210	747
cardiovascular	1211	747
guide	1212	746
sample	1213	744
grade	1214	744
s2	1215	743
degree	1216	743
them	1217	740
four	1218	740
french	1219	740
hep	1220	739
along	1221	736
transfer	1222	735
known	1223	735
sum	1224	734
assessment	1225	734
edge	1226	734
irrigated	1227	732
fully	1228	731
check	1229	731
ava	1230	731
tended	1231	731
vision	1232	729
followed	1233	727
atrial	1234	727
initial	1235	726
gall	1236	726
read	1237	726
lysis	1238	726
valve	1239	726
dressing	1240	725
issues	1241	724
months	1242	724
sheath	1243	724
micro	1244	723
eds	1245	722
what	1246	720
vagina	1247	720
rasp	1248	719
night	1249	719
factor	1250	719
internal	1251	717
az	1252	714
hip	1253	712
make	1254	711
bid	1255	710
san	1256	709
tir	1257	708
welli	1258	707
rast	1259	707
70	1260	707
23	1261	707
benefit	1262	706
weakness	1263	706
cca	1264	706
appeared	1265	706
aortic	1266	706
each	1267	706
bloc	1268	703
child	1269	703
dorsal	1270	702
transverse	1271	702
hours	1272	701
hot	1273	700
pm	1274	699
great	1275	699
name	1276	698
labor	1277	697
ankle	1278	695
24	1279	695
c6	1280	694
masses	1281	694
node	1282	693
tall	1283	692
wellin	1284	691
block	1285	691
you	1286	690
tell	1287	689
logical	1288	689
increased	1289	689
tire	1290	689
reported	1291	688
fix	1292	688
pis	1293	687
traction	1294	684
feel	1295	684
xtra	1296	683
hop	1297	680
aline	1298	680
ythe	1299	678
sfa	1300	676
radio	1301	675
murmur	1302	675
distress	1303	675
extra	1304	674
numb	1305	673
dissected	1306	673
minimal	1307	673
headache	1308	672
flap	1309	671
help	1310	670
question	1311	669
termi	1312	669
tonsil	1313	669
mucosa	1314	668
result	1315	666
contrast	1316	666
gia	1317	666
ets	1318	666
mental	1319	665
trip	1320	665
swell	1321	665
technique	1322	665
injury	1323	664
proceed	1324	663
vomit	1325	661
ages	1326	659
firm	1327	659
l5	1328	658
started	1329	658
felt	1330	658
rso	1331	658
carcinoma	1332	656
swelling	1333	656
